TP,FP,FN,TN,Precision,Recall,Specificity,Accuracy
60,0,7,34,100.0,89.55223880597015,100.0,93.06930693069307
65,1,13,28,98.48484848484848,83.33333333333334,96.55172413793103,86.91588785046729
70,2,3,10,97.22222222222221,95.8904109589041,83.33333333333334,94.11764705882352
77,2,3,5,97.46835443037975,96.25,71.42857142857143,94.25287356321839
63,0,8,21,100.0,88.73239436619718,100.0,91.30434782608695
65,4,7,3,94.20289855072464,90.27777777777779,42.857142857142854,86.07594936708861
