TP,FP,FN,TN,Precision,Recall,Specificity,Accuracy
59,0,8,34,100.0,88.05970149253731,100.0,92.07920792079209
71,2,7,28,97.26027397260275,91.02564102564102,93.33333333333333,91.66666666666666
70,1,3,10,98.59154929577466,95.8904109589041,90.9090909090909,95.23809523809523
71,1,9,5,98.61111111111111,88.75,83.33333333333334,88.37209302325581
63,2,8,21,96.92307692307692,88.73239436619718,91.30434782608695,89.36170212765957
55,0,17,3,100.0,76.38888888888889,100.0,77.33333333333333
