376,849,466,938
698,884,786,976
53,283,140,371
426,542,513,635
735,463,819,552
6,476,70,571
931,69,1000,162
10,725,92,811
848,346,928,435
487,177,566,263
725,188,819,280
287,767,366,850
789,267,883,365
267,55,343,134
238,855,324,935
612,0,708,99
693,252,771,334
4,0,67,48
346,37,431,123
938,239,998,320
590,571,677,657
138,317,225,408
3,908,54,1000
506,543,583,630
56,879,144,972
300,340,386,430
694,78,779,170
784,93,863,178
517,230,608,313
140,832,218,912
563,485,652,577
392,299,477,387
866,212,950,304
147,57,235,141
333,163,417,246
888,410,980,511
