161,324,253,422
186,216,276,312
112,527,205,625
89,254,179,347
185,589,280,691
14,186,108,280
0,284,84,386
140,428,224,522
59,721,161,826
439,690,523,783
140,788,232,885
269,294,352,384
87,626,183,724
409,427,499,525
287,192,376,285
538,296,624,389
65,364,161,457
239,749,331,847
456,585,547,685
163,692,261,796
340,359,428,450
234,21,327,117
657,163,752,258
40,829,138,929
308,457,398,554
291,562,373,653
636,261,720,349
383,148,488,252
264,657,359,756
465,227,556,318
370,248,459,346
206,112,298,213
124,159,205,245
473,832,568,936
492,131,574,221
314,89,404,184
440,333,518,415
42,466,131,562
572,196,651,282
317,816,406,913
643,864,737,963
661,762,759,876
367,619,449,712
285,925,385,994
692,68,772,155
410,778,489,865
716,926,794,1000
552,903,641,994
48,90,121,176
336,723,422,816
245,389,322,476
222,847,308,939
581,809,664,902
762,130,839,218
753,504,827,588
394,529,469,608
788,42,860,124
780,649,865,745
522,399,590,474
421,58,501,150
440,0,540,49
14,934,115,1000
540,659,615,740
448,937,544,1000
729,587,804,672
