321,348,410,441
323,456,407,542
239,404,327,490
316,564,402,650
410,806,493,889
400,86,490,178
55,510,138,595
492,661,579,747
65,806,149,894
408,902,495,987
402,512,487,600
415,707,498,792
233,713,319,799
320,251,402,334
316,141,408,234
52,311,134,393
493,144,577,231
149,453,230,543
227,195,317,288
496,348,582,441
234,95,310,177
147,850,241,940
146,353,230,439
315,660,408,747
68,609,152,697
584,397,671,484
235,303,317,387
65,707,148,791
416,406,491,486
495,458,579,543
233,614,312,692
408,201,488,284
43,193,135,285
585,602,689,701
148,760,237,848
241,507,323,589
143,666,226,750
495,548,587,643
584,303,675,388
67,907,150,991
305,28,407,128
233,901,321,984
324,755,408,840
587,501,682,589
509,257,577,327
142,148,223,231
0,462,58,544
137,51,219,138
581,192,680,292
505,755,587,838
494,34,590,128
581,97,663,182
0,41,59,136
584,808,664,885
498,849,583,929
417,306,490,386
0,659,56,749
0,758,59,842
0,859,59,945
216,7,304,73
151,566,222,640
412,613,485,689
124,250,208,345
0,454,805,1000
